place_id,name,rating_n,opening_hours,distance,price_level,rating,frequency,time_spent,Went?,photo,address
ChIJuw1VZ0tawokRJbjRretbzwM,Sheraton Brooklyn New York Hotel,1485,1,337.82171965375534,2,4,0,15,1,['CmRaAAAArg3AMcsqiESr-dVtrZ9jqYQXB8hW7JdVSjRaB4Ea3pAG0Huy2OvwUu71LbHuU4GAAXt2vauZ96gM-ORr-Tw2LjIHu7PkGGPzCPti6k03SBL-AvaPoyJh_Zi9VJ1m0CdcEhBJC8T-hgrumk2QERkCHHBVGhR9CZaJSKaEH1p1G-30ug5PSEkcHw'],"228 Duffield Street, Brooklyn"
ChIJuw1VZ0tawokRJbjRretbzwM,Sheraton Brooklyn New York Hotel,1485,1,337.82171965375534,2,4,0,15,1,['CmRaAAAArg3AMcsqiESr-dVtrZ9jqYQXB8hW7JdVSjRaB4Ea3pAG0Huy2OvwUu71LbHuU4GAAXt2vauZ96gM-ORr-Tw2LjIHu7PkGGPzCPti6k03SBL-AvaPoyJh_Zi9VJ1m0CdcEhBJC8T-hgrumk2QERkCHHBVGhR9CZaJSKaEH1p1G-30ug5PSEkcHw'],"228 Duffield Street, Brooklyn"
ChIJUSwK_UtawokRSrPzsarZbUI,Shake Shack,3087,0,322.0435014092503,2,4.3,0,30,0,['CmRaAAAAovrhdE-jfMnj5eCHWO7pB_VBgtBqDMMNHS0eG5GVV85oGFmB7y6LdxR4eXKFmgeaZL5V2QDH2hUEni3BLhH-8ulPeAaSKhC44PZpiC2gguJy45KcxpXGCGFxrPT_2TfsEhDb7z8FcT-8KYwc4D9nEvDMGhTysvTFqIfBUtnshWvS-3uqoQIxUg'],"409 Fulton Street, Brooklyn"
ChIJUSwK_UtawokRSrPzsarZbUI,Shake Shack,3087,0,322.0435014092503,2,4.3,0,30,0,['CmRaAAAAovrhdE-jfMnj5eCHWO7pB_VBgtBqDMMNHS0eG5GVV85oGFmB7y6LdxR4eXKFmgeaZL5V2QDH2hUEni3BLhH-8ulPeAaSKhC44PZpiC2gguJy45KcxpXGCGFxrPT_2TfsEhDb7z8FcT-8KYwc4D9nEvDMGhTysvTFqIfBUtnshWvS-3uqoQIxUg'],"409 Fulton Street, Brooklyn"
ChIJwdYJE0xawokR5phCkzS9TUA,Sophie's Cuban Cuisine,436,0,425.86112822668093,2,4.2,0,20,0,['CmRaAAAAW7qH7ZCSRO_AJFvG7D4nrei1SeL97erOdsakDPvutrN4AAk9udnxI2S7qm1KUQknz86hZ18hIEV2U2-g6FoorCfVdDdQgxppoLihnoD8sYsDXQsi6d6B_tHcV2XnVc2LEhCLzffuIhp18KgNwZSqt5XGGhQPXZS3gslOcSVKjzaPOoI1ZsCrxA'],"27 Smith Street, Brooklyn"
ChIJwdYJE0xawokR5phCkzS9TUA,Sophie's Cuban Cuisine,436,0,425.86112822668093,2,4.2,0,20,0,['CmRaAAAAW7qH7ZCSRO_AJFvG7D4nrei1SeL97erOdsakDPvutrN4AAk9udnxI2S7qm1KUQknz86hZ18hIEV2U2-g6FoorCfVdDdQgxppoLihnoD8sYsDXQsi6d6B_tHcV2XnVc2LEhCLzffuIhp18KgNwZSqt5XGGhQPXZS3gslOcSVKjzaPOoI1ZsCrxA'],"27 Smith Street, Brooklyn"
ChIJ5be_-0hawokR5TcyaTRDaL4,Chipotle Mexican Grill,600,0,483.52139917269545,1,4,0,30,0,['CmRaAAAAOVCWEytPeObngzPkbPMlqmVdUO4lmTHmpMqRv9qroaQGduLELPiHqzkrT53GLBk2HmbUm8AI0AJ-CsO98AHb25gzkJt99qJowKelD30uFucxPDoBCOa8eqyCpluow1iGEhDcqWV2sn_qfJGfAH-StOpdGhSBCqcuUDLbx5LLK9jWrllSHPuiIw'],"185 Montague Street, Brooklyn"
ChIJ5be_-0hawokR5TcyaTRDaL4,Chipotle Mexican Grill,600,0,483.52139917269545,1,4,0,90,0,['CmRaAAAAOVCWEytPeObngzPkbPMlqmVdUO4lmTHmpMqRv9qroaQGduLELPiHqzkrT53GLBk2HmbUm8AI0AJ-CsO98AHb25gzkJt99qJowKelD30uFucxPDoBCOa8eqyCpluow1iGEhDcqWV2sn_qfJGfAH-StOpdGhSBCqcuUDLbx5LLK9jWrllSHPuiIw'],"185 Montague Street, Brooklyn"
ChIJKVaX10tawokRjKN9MeLYA_c,Panera Bread,777,0,277.9514669379282,2,4,0,15,1,['CmRaAAAAa58mD1N-LSiQkb23Uoernj55A_spjoAK52j4pnHc3PteK6vmjju94ImpYL-At9I_g73pNuNewhjZQX5CUxuARccgwTuulYJBdnKqD32mWFAujd6-0xP8X1a0G0HithWjEhBRK_yYubOP7ZOAwqgQO9LlGhQrZy2KQk6mdgOpYYms74jB6Ndj0g'],"345 Adams Street, Brooklyn"
ChIJKVaX10tawokRjKN9MeLYA_c,Panera Bread,777,0,277.9514669379282,2,4,0,45,1,['CmRaAAAAa58mD1N-LSiQkb23Uoernj55A_spjoAK52j4pnHc3PteK6vmjju94ImpYL-At9I_g73pNuNewhjZQX5CUxuARccgwTuulYJBdnKqD32mWFAujd6-0xP8X1a0G0HithWjEhBRK_yYubOP7ZOAwqgQO9LlGhQrZy2KQk6mdgOpYYms74jB6Ndj0g'],"345 Adams Street, Brooklyn"
ChIJyY3tyZVbwokR-ZkiDeLq_vo,Amarachi,783,0,424.3887792825564,2,4.1,0,15,0,['CmRaAAAAJM1JUazTJHIrJ0wmrOYIJN6BFqCancSWIih-nq7GCSeOJaLFMjIHL8Xq19OgBhfa7LDNS_RXUnkKtpf81FawxqnDPUeoqTugKvDiQ0qsXP9AE3g38DFo4AAMW7TTvDpVEhCWD56N7UN3ZQzodzXnCcn3GhR1pIIZa5lh9y4zTCa6aCiENIEciw'],"189 Bridge Street, Brooklyn"
ChIJyY3tyZVbwokR-ZkiDeLq_vo,Amarachi,783,0,424.3887792825564,2,4.1,0,15,0,['CmRaAAAAJM1JUazTJHIrJ0wmrOYIJN6BFqCancSWIih-nq7GCSeOJaLFMjIHL8Xq19OgBhfa7LDNS_RXUnkKtpf81FawxqnDPUeoqTugKvDiQ0qsXP9AE3g38DFo4AAMW7TTvDpVEhCWD56N7UN3ZQzodzXnCcn3GhR1pIIZa5lh9y4zTCa6aCiENIEciw'],"189 Bridge Street, Brooklyn"
ChIJSewXH0lawokRd-0KiJE8dEI,Perelandra Natural Food Center,489,0,463.2643726090766,2,4.5,0,20,1,['CmRaAAAAUcobM7B3cm2HpQWnXHaPPcMu_wo-qqMsn5qd155BN5osVGRMIZUit-AXUQ8fDNqvZubTRuDlw281bUxA7U9ALAMLWlmWg3cWywEP3kRheZSdsQQy4tLNOZ5RljcnCLVhEhCr5Z6ctAQIxX8Whq_kDsGBGhTXwy9699rXmyZm9gHsqyJz7kB5Hg'],"175 Remsen Street, Brooklyn"
