place_id,name,rating_n,opening_hours,distance,price_level,rating,frequency,time_spent,Went?,photo,address
ChIJuw1VZ0tawokRJbjRretbzwM,Sheraton Brooklyn New York Hotel,1481,0,274.6798262898981,2,4.0,0,15,1,['CmRaAAAAfAMh3tJmfnprIxOiwpy-JCcecm7WLl2eBLCDuqvIYwcYiWNWooC51n_L12l6sCnVJICEIWkGvGnDR0RKY6dsg_cw4QEAgRZSfTrYVjSTd6P-Qm-ewY6Pi6vhNhzcob7PEhDUSQ5Ex5SKpnuLiT00_1MeGhTx4KM04-lmAQYi5bcClr7JHsSt4g'],"228 Duffield St, Brooklyn, NY 11201, USA"
ChIJuw1VZ0tawokRJbjRretbzwM,Sheraton Brooklyn New York Hotel,1481,0,274.6798262898981,2,4.0,0,15,1,['CmRaAAAAfAMh3tJmfnprIxOiwpy-JCcecm7WLl2eBLCDuqvIYwcYiWNWooC51n_L12l6sCnVJICEIWkGvGnDR0RKY6dsg_cw4QEAgRZSfTrYVjSTd6P-Qm-ewY6Pi6vhNhzcob7PEhDUSQ5Ex5SKpnuLiT00_1MeGhTx4KM04-lmAQYi5bcClr7JHsSt4g'],"228 Duffield St, Brooklyn, NY 11201, USA"
ChIJ5be_-0hawokR5TcyaTRDaL4,Chipotle Mexican Grill,599,0,506.3281419280576,1,4.0,0,30,0,['CmRaAAAAc12X23BAV1DwaENyCdK4zQEucCwwckmpUKpBGxiGjX4MvPdItb4Xr6K4sl14DXbznwsWTKJyZnBb1xrwTCokOo9Ru73I7YS1e_Ro_bVT554F-khFZ5bizcSOg1jjjcDWEhBCJ23t3BiAH_uaCe8rhJ4LGhThz05ktaRhOxzmJ5D9AvHUssQwUA'],"185 Montague St, Brooklyn, NY 11201, USA"
ChIJ5be_-0hawokR5TcyaTRDaL4,Chipotle Mexican Grill,599,0,506.3281419280576,1,4.0,0,90,0,['CmRaAAAAc12X23BAV1DwaENyCdK4zQEucCwwckmpUKpBGxiGjX4MvPdItb4Xr6K4sl14DXbznwsWTKJyZnBb1xrwTCokOo9Ru73I7YS1e_Ro_bVT554F-khFZ5bizcSOg1jjjcDWEhBCJ23t3BiAH_uaCe8rhJ4LGhThz05ktaRhOxzmJ5D9AvHUssQwUA'],"185 Montague St, Brooklyn, NY 11201, USA"
ChIJUSwK_UtawokRSrPzsarZbUI,Shake Shack,3085,0,294.2736033844119,2,4.3,0,30,0,['CmRaAAAAg4TM1xNscrEKYCGwrktbeUP2Zc94683sueam20KkpIBCTcA8Bdo7wOi5adQK46BRFssrAk9DADWj0b_wriF5OUVASNfajBobCWAUGL0I9Fk-rqsnhIB9-kXQUkIuPs5vEhAgZsq27ywpzG3Uht8BG9v7GhQ6D-ZV2f_vr53KtG2B7Vq00aVrxQ'],"409 Fulton St, Brooklyn, NY 11201, USA"
ChIJUSwK_UtawokRSrPzsarZbUI,Shake Shack,3085,0,294.2736033844119,2,4.3,0,30,0,['CmRaAAAAg4TM1xNscrEKYCGwrktbeUP2Zc94683sueam20KkpIBCTcA8Bdo7wOi5adQK46BRFssrAk9DADWj0b_wriF5OUVASNfajBobCWAUGL0I9Fk-rqsnhIB9-kXQUkIuPs5vEhAgZsq27ywpzG3Uht8BG9v7GhQ6D-ZV2f_vr53KtG2B7Vq00aVrxQ'],"409 Fulton St, Brooklyn, NY 11201, USA"
ChIJwdYJE0xawokR5phCkzS9TUA,Sophie's Cuban Cuisine,434,0,374.8955559117592,2,4.2,0,20,1,['CmRaAAAAfYBTAqopGXsUdCKtemHr1VkJDBHtoIs3cfLHNcuGMCPTKtU44Mix1bSAuDu3TrUEW7TaKJn6R2KUAHjswu-oYYU9l9zA709XMzZIrkzhnen4PHnhGivCSWYuGk3CMR40EhD3tRUaYW_HHmu9UvWl5PrVGhRynCd01Jug7zxX6jkPaT5g8OMRbA'],"27 Smith St, Brooklyn, NY 11201, USA"
ChIJwdYJE0xawokR5phCkzS9TUA,Sophie's Cuban Cuisine,434,0,374.8955559117592,2,4.2,0,20,1,['CmRaAAAAfYBTAqopGXsUdCKtemHr1VkJDBHtoIs3cfLHNcuGMCPTKtU44Mix1bSAuDu3TrUEW7TaKJn6R2KUAHjswu-oYYU9l9zA709XMzZIrkzhnen4PHnhGivCSWYuGk3CMR40EhD3tRUaYW_HHmu9UvWl5PrVGhRynCd01Jug7zxX6jkPaT5g8OMRbA'],"27 Smith St, Brooklyn, NY 11201, USA"
ChIJKVaX10tawokRjKN9MeLYA_c,Panera Bread,776,0,256.0718260025116,2,4.0,0,15,0,['CmRaAAAAFdG6tg96YVjkxoJ64lDJcwHbm41EIujOgfrM5h8FuiOacAvcB2gpOgFh1vUIslBkbrudEyrlag_3Plo5NxIYq5MYQVGdSvcdMvXPrB8iDaO1p-M64NBh_GsFh4nZrXPIEhBcsaXuC0TY8cgiGX9QCwnxGhQbuY04hSEoMOfzeaSR0H4EeDVIsg'],"345 Adams St, Brooklyn, NY 11201, USA"
ChIJKVaX10tawokRjKN9MeLYA_c,Panera Bread,776,0,256.0718260025116,2,4.0,0,45,0,['CmRaAAAAFdG6tg96YVjkxoJ64lDJcwHbm41EIujOgfrM5h8FuiOacAvcB2gpOgFh1vUIslBkbrudEyrlag_3Plo5NxIYq5MYQVGdSvcdMvXPrB8iDaO1p-M64NBh_GsFh4nZrXPIEhBcsaXuC0TY8cgiGX9QCwnxGhQbuY04hSEoMOfzeaSR0H4EeDVIsg'],"345 Adams St, Brooklyn, NY 11201, USA"
