id,name,rating_n,opening_hours,distance,price_level,rating,frequency,time_spent,Went?
1116,Eight Turn Crepe,93,0,376.36388245849275,2,4.6,0,15,20
1117,Chipotle Mexican Grill,459,0,48.21440082635119,1,3.9,0,10,23
1118,Chipotle Mexican Grill,459,0,48.21440082635119,1,3.9,0,45,23
1119,Hale and Hearty,99,0,51.60940510271232,2,4.1,0,15,0
1120,Hale and Hearty,99,0,51.60940510271232,2,4.1,0,45,0
1121,Dunkin',497,0,229.7883053084827,1,3.5,0,10,5
1122,Dunkin',497,0,229.7883053084827,1,3.5,0,10,5
1123,Buffalo Boss,513,0,230.141170803517,2,3.8,0,20,20
1124,Buffalo Boss,513,0,230.141170803517,2,3.8,0,20,20
1125,Yaso Tangbao,614,0,234.0619968319014,1,4.0,0,15,26
1126,Yaso Tangbao,614,0,234.0619968319014,1,4.0,0,15,26
1127,Rocco's Tacos And Tequila Bar,2586,0,236.08841240594822,2,4.1,0,60,22
1128,Rocco's Tacos And Tequila Bar,2586,0,236.08841240594822,2,4.1,0,120,22
1129,Doner Kebab NYC,404,0,237.68515421777906,2,4.2,0,20,20
1130,Doner Kebab NYC,404,0,237.68515421777906,2,4.2,0,20,20
1131,Forno Rosso,586,0,240.33811415162123,2,4.3,0,60,47
1132,Forno Rosso,586,0,240.33811415162123,2,4.3,0,90,47
1133,Hibachi King Express,79,0,243.84797858284244,2,3.6,0,15,20
1134,Hibachi King Express,79,0,243.84797858284244,2,3.6,0,15,20
1135,The Juice Shop,88,0,257.20996428422774,2,4.0,0,15,20
1136,The Juice Shop,88,0,257.20996428422774,2,4.0,0,15,20
1137,Kimoto Rooftop Restaurant & Garden Lounge,978,0,276.6994475100013,2,3.9,0,90,0
1138,Kimoto Rooftop Restaurant & Garden Lounge,978,0,276.6994475100013,2,3.9,0,210,0
1139,Panda Express,348,0,280.2310502528483,1,3.9,0,10,20
1140,Panda Express,348,0,280.2310502528483,1,3.9,0,45,20
1141,Avere,68,0,292.5563619552334,2,4.3,0,15,20
1142,Avere,68,0,292.5563619552334,2,4.3,0,15,20
1143,Smith Food Express,22,0,369.43033810843167,2,3.9,0,15,20
1144,Smith Food Express,22,0,369.43033810843167,2,3.9,0,15,20
1145,Brooklyn Bridge Bistro,395,0,358.48932250291455,2,4.1,0,30,0
1146,Brooklyn Bridge Bistro,395,0,358.48932250291455,2,4.1,0,60,0
1147,Alamo Drafthouse Cinema Downtown Brooklyn,4499,0,376.36388245849275,2,4.6,0,15,20
1148,Alamo Drafthouse Cinema Downtown Brooklyn,4499,0,376.36388245849275,2,4.6,0,15,20
1149,Foragers Counter,5,0,376.36388245849275,2,3.8,0,15,20
1150,Foragers Counter,5,0,376.36388245849275,2,3.8,0,15,20
1151,A Taste of Katz's,120,0,380.26827204693546,2,3.7,0,15,20
1152,A Taste of Katz's,120,0,380.26827204693546,2,3.7,0,15,20
1153,Wiki Wiki,22,0,388.2476597515637,2,3.9,0,15,20
1154,Wiki Wiki,22,0,388.2476597515637,2,3.9,0,15,20
1155,New Apollo Diner,1085,0,395.2782693322628,2,4.1,0,10,0
1156,New Apollo Diner,1085,0,395.2782693322628,2,4.1,0,60,0
1157,Kotti Berliner Döner Kebab,87,0,400.1811812969824,2,4.1,0,15,20
1158,Kotti Berliner Döner Kebab,87,0,400.1811812969824,2,4.1,0,15,20
1159,Fulton Landing Seafood Co.,27,0,412.576104723534,2,3.9,0,15,20
1160,Fulton Landing Seafood Co.,27,0,412.576104723534,2,3.9,0,15,20
1161,Jianbing Company,19,0,412.61096790771677,2,4.1,0,15,20
1162,Jianbing Company,19,0,412.61096790771677,2,4.1,0,15,20
1163,Forcella Fried Pizza,41,0,412.61096790771677,2,4.5,0,15,20
1164,Forcella Fried Pizza,41,0,412.61096790771677,2,4.5,0,15,20
1165,Home Frite,9,0,413.1627833374908,2,3.6,0,5,20
1166,Home Frite,9,0,413.1627833374908,2,3.6,0,5,20
1167,Fortina,240,0,419.22183960168854,2,4.1,0,10,20
1168,Fortina,240,0,419.22183960168854,2,4.1,0,45,20
1169,Guss' Pickles,25,0,424.2845382741983,2,4.2,0,15,20
1170,Guss' Pickles,25,0,424.2845382741983,2,4.2,0,15,20
1171,Antonio's Pizzeria,84,0,446.3042102245476,1,3.9,0,15,20
1172,Antonio's Pizzeria,84,0,446.3042102245476,1,3.9,0,15,20
1173,Fulton Hot Dog King,235,0,439.02291853045875,2,4.4,0,10,20
1174,Fulton Hot Dog King,235,0,439.02291853045875,2,4.4,0,45,20
1175,Asian City,333,0,234.0619968319014,2,2.3,0,15,20
1176,Asian City,333,0,234.0619968319014,2,2.3,0,15,20
1177,honeygrow,301,0,475.4195427825694,2,4.3,0,20,14
1178,honeygrow,301,0,475.4195427825694,2,4.3,0,45,14
1179,Dining Room,153,0,205.12610388134019,1,4.0,0,20,15
1180,Dining Room,153,0,205.12610388134019,1,4.0,0,90,15
1181,Kung Fu Tea,166,0,479.0135430407777,1,4.2,0,20,0
1182,Kung Fu Tea,166,0,479.0135430407777,1,4.2,0,20,0
1183,Bella,37,0,479.77360737611764,1,3.0,0,15,20
1184,Bella,37,0,479.77360737611764,1,3.0,0,15,20
1185,Lee's Villa,75,0,246.81130493614864,1,4.1,0,20,20
1186,Lee's Villa,75,0,246.81130493614864,1,4.1,0,60,20
1187,Potbelly Sandwich Shop,251,0,244.36996810832792,1,4.2,0,20,0
1188,Potbelly Sandwich Shop,251,0,244.36996810832792,1,4.2,0,20,0
1189,Blimpie,390,0,262.77911398256026,1,4.0,0,20,20
1190,Blimpie,390,0,262.77911398256026,1,4.0,0,20,20
1191,Fresh 99 cents pizza,119,0,182.35143637425293,1,4.4,0,15,20
1192,Fresh 99 cents pizza,119,0,182.35143637425293,1,4.4,0,15,20
1193,Juice Press,333,0,498.4364418666816,2,3.7,0,15,20
1194,Juice Press,333,0,498.4364418666816,2,3.7,0,15,20
1195,Metro Star,100,0,157.89638141002249,1,4.1,0,15,0
1196,Metro Star,100,0,157.89638141002249,1,4.1,0,15,0
1197,Brooklyn Deli,59,0,208.72960692079923,1,3.5,0,15,11
1198,Brooklyn Deli,59,0,208.72960692079923,1,3.5,0,15,11
1199,Lin's Yummy Taco,179,0,202.09194551449468,2,3.9,0,10,20
1200,Lin's Yummy Taco,179,0,202.09194551449468,2,3.9,0,10,20
1201,Sheraton Brooklyn New York Hotel,1480,0,274.6798262885968,2,4.0,0,15,0
1202,Sheraton Brooklyn New York Hotel,1480,0,274.6798262885968,2,4.0,0,15,0
1203,Sophie's Cuban Cuisine,433,0,374.8955559111027,2,4.2,0,20,0
1204,Sophie's Cuban Cuisine,433,0,374.8955559111027,2,4.2,0,20,0
1205,Dallas BBQ,3235,0,429.2077936603237,2,4.1,0,60,19
1206,Dallas BBQ,3235,0,429.2077936603237,2,4.1,0,120,19
1207,Shake Shack,3082,0,294.27360338354043,2,4.3,0,30,14
1208,Shake Shack,3082,0,294.27360338354043,2,4.3,0,30,14
1209,Panera Bread,776,0,256.071826001963,2,4.0,0,15,0
1210,Panera Bread,776,0,256.071826001963,2,4.0,0,45,0
1211,Perelandra Natural Food Center,489,0,471.78070780861617,2,4.5,0,20,0
1212,Perelandra Natural Food Center,489,0,471.78070780861617,2,4.5,0,20,0
1213,Luciano's,368,0,81.0013247112889,2,4.1,0,15,0
1214,Luciano's,368,0,81.0013247112889,2,4.1,0,15,0
1215,Au Bon Pain,136,0,59.350003835049804,2,3.8,0,15,0
1216,Au Bon Pain,136,0,59.350003835049804,2,3.8,0,15,0
1217,Papa John's Pizza,128,0,225.07136113726528,1,3.7,0,15,0
1218,Papa John's Pizza,128,0,225.07136113726528,1,3.7,0,15,0
1219,New Golden Fried Dumpling,275,0,194.51022314562607,1,4.1,0,20,0
1220,New Golden Fried Dumpling,275,0,194.51022314562607,1,4.1,0,20,0
1221,Burger King,1122,0,284.9861290588254,1,3.6,0,10,0
1222,Burger King,1122,0,284.9861290588254,1,3.6,0,45,0
1223,Amarachi,782,0,477.9351868201139,2,4.1,0,15,0
1224,Amarachi,782,0,477.9351868201139,2,4.1,0,15,0
1225,Cafe Metro,142,0,75.96447272494879,2,3.6,0,15,0
1226,Cafe Metro,142,0,75.96447272494879,2,3.6,0,15,0
1227,Tio Pio,189,0,201.0432998538932,1,3.8,0,15,0
1228,Tio Pio,189,0,201.0432998538932,1,3.8,0,15,0
1229,McDonald's,1017,0,339.6213207693014,1,3.4,0,25,0
1230,McDonald's,1017,0,339.6213207693014,1,3.4,0,25,0
1231,Brooklyn Brewhouse,387,0,315.0948960677183,2,3.9,0,15,25
1232,Brooklyn Brewhouse,387,0,315.0948960677183,2,3.9,0,15,25
1233,Five Guys,779,0,27.29211227215678,2,4.2,0,30,0
1234,Five Guys,779,0,27.29211227215678,2,4.2,0,30,0
1235,Eight Turn Crepe,93,0,376.36388245849275,2,4.6,0,15,0
1236,Eight Turn Crepe,93,0,376.36388245849275,2,4.6,0,15,0
1237,Chipotle Mexican Grill,459,0,48.21440082635119,1,3.9,0,10,0
1238,Chipotle Mexican Grill,459,0,48.21440082635119,1,3.9,0,45,0
1239,Hale and Hearty,99,0,51.60940510271232,2,4.1,0,15,0
1240,Hale and Hearty,99,0,51.60940510271232,2,4.1,0,45,0
1241,Dunkin',497,0,229.7883053084827,1,3.5,0,10,2
1242,Dunkin',497,0,229.7883053084827,1,3.5,0,10,2
1243,Buffalo Boss,513,0,230.141170803517,2,3.8,0,20,0
1244,Buffalo Boss,513,0,230.141170803517,2,3.8,0,20,0
1245,Yaso Tangbao,614,0,234.0619968319014,1,4.0,0,15,0
1246,Yaso Tangbao,614,0,234.0619968319014,1,4.0,0,15,0
1247,Rocco's Tacos And Tequila Bar,2586,0,236.08841240594822,2,4.1,0,60,0
1248,Rocco's Tacos And Tequila Bar,2586,0,236.08841240594822,2,4.1,0,120,0
1249,Doner Kebab NYC,404,0,237.68515421777906,2,4.2,0,20,0
1250,Doner Kebab NYC,404,0,237.68515421777906,2,4.2,0,20,0
1251,Forno Rosso,586,0,240.33811415162123,2,4.3,0,60,23
1252,Forno Rosso,586,0,240.33811415162123,2,4.3,0,90,23
1253,Hibachi King Express,79,0,243.84797858284244,2,3.6,0,15,0
1254,Hibachi King Express,79,0,243.84797858284244,2,3.6,0,15,0
1255,The Juice Shop,88,0,257.20996428422774,2,4.0,0,15,0
1256,The Juice Shop,88,0,257.20996428422774,2,4.0,0,15,0
1257,Kimoto Rooftop Restaurant & Garden Lounge,978,0,276.6994475100013,2,3.9,0,90,0
1258,Kimoto Rooftop Restaurant & Garden Lounge,978,0,276.6994475100013,2,3.9,0,210,0
1259,Panda Express,348,0,280.2310502528483,1,3.9,0,10,0
1260,Panda Express,348,0,280.2310502528483,1,3.9,0,45,0
1261,Avere,68,0,292.5563619552334,2,4.3,0,15,8
1262,Avere,68,0,292.5563619552334,2,4.3,0,15,8
1263,Smith Food Express,22,0,369.43033810843167,2,3.9,0,15,0
1264,Smith Food Express,22,0,369.43033810843167,2,3.9,0,15,0
1265,Brooklyn Bridge Bistro,395,0,358.48932250291455,2,4.1,0,30,0
1266,Brooklyn Bridge Bistro,395,0,358.48932250291455,2,4.1,0,60,0
1267,Alamo Drafthouse Cinema Downtown Brooklyn,4499,0,376.36388245849275,2,4.6,0,15,0
1268,Alamo Drafthouse Cinema Downtown Brooklyn,4499,0,376.36388245849275,2,4.6,0,15,0
1269,Foragers Counter,5,0,376.36388245849275,2,3.8,0,15,0
1270,Foragers Counter,5,0,376.36388245849275,2,3.8,0,15,0
1271,A Taste of Katz's,120,0,380.26827204693546,2,3.7,0,15,0
1272,A Taste of Katz's,120,0,380.26827204693546,2,3.7,0,15,0
1273,Wiki Wiki,22,0,388.2476597515637,2,3.9,0,15,0
1274,Wiki Wiki,22,0,388.2476597515637,2,3.9,0,15,0
1275,New Apollo Diner,1085,0,395.2782693322628,2,4.1,0,10,0
1276,New Apollo Diner,1085,0,395.2782693322628,2,4.1,0,60,0
1277,Kotti Berliner Döner Kebab,87,0,400.1811812969824,2,4.1,0,15,0
1278,Kotti Berliner Döner Kebab,87,0,400.1811812969824,2,4.1,0,15,0
1279,Fulton Landing Seafood Co.,27,0,412.576104723534,2,3.9,0,15,0
1280,Fulton Landing Seafood Co.,27,0,412.576104723534,2,3.9,0,15,0
1281,Jianbing Company,19,0,412.61096790771677,2,4.1,0,15,0
1282,Jianbing Company,19,0,412.61096790771677,2,4.1,0,15,0
1283,Forcella Fried Pizza,41,0,412.61096790771677,2,4.5,0,15,0
1284,Forcella Fried Pizza,41,0,412.61096790771677,2,4.5,0,15,0
1285,Home Frite,9,0,413.1627833374908,2,3.6,0,5,0
1286,Home Frite,9,0,413.1627833374908,2,3.6,0,5,0
1287,Fortina,240,0,419.22183960168854,2,4.1,0,10,0
1288,Fortina,240,0,419.22183960168854,2,4.1,0,45,0
1289,Guss' Pickles,25,0,424.2845382741983,2,4.2,0,15,0
1290,Guss' Pickles,25,0,424.2845382741983,2,4.2,0,15,0
1291,Antonio's Pizzeria,84,0,446.3042102245476,1,3.9,0,15,0
1292,Antonio's Pizzeria,84,0,446.3042102245476,1,3.9,0,15,0
1293,Fulton Hot Dog King,235,0,439.02291853045875,2,4.4,0,10,0
1294,Fulton Hot Dog King,235,0,439.02291853045875,2,4.4,0,45,0
1295,Asian City,333,0,234.0619968319014,2,2.3,0,15,0
1296,Asian City,333,0,234.0619968319014,2,2.3,0,15,0
1297,honeygrow,301,0,475.4195427825694,2,4.3,0,20,0
1298,honeygrow,301,0,475.4195427825694,2,4.3,0,45,0
1299,Dining Room,153,0,205.12610388134019,1,4.0,0,20,9
1300,Dining Room,153,0,205.12610388134019,1,4.0,0,90,9
1301,Kung Fu Tea,166,0,479.0135430407777,1,4.2,0,20,0
1302,Kung Fu Tea,166,0,479.0135430407777,1,4.2,0,20,0
1303,Bella,37,0,479.77360737611764,1,3.0,0,15,0
1304,Bella,37,0,479.77360737611764,1,3.0,0,15,0
1305,Lee's Villa,75,0,246.81130493614864,1,4.1,0,20,0
1306,Lee's Villa,75,0,246.81130493614864,1,4.1,0,60,0
1307,Potbelly Sandwich Shop,251,0,244.36996810832792,1,4.2,0,20,0
1308,Potbelly Sandwich Shop,251,0,244.36996810832792,1,4.2,0,20,0
1309,Blimpie,390,0,262.77911398256026,1,4.0,0,20,0
1310,Blimpie,390,0,262.77911398256026,1,4.0,0,20,0
1311,Fresh 99 cents pizza,119,0,182.35143637425293,1,4.4,0,15,0
1312,Fresh 99 cents pizza,119,0,182.35143637425293,1,4.4,0,15,0
1313,Juice Press,333,0,498.4364418666816,2,3.7,0,15,0
1314,Juice Press,333,0,498.4364418666816,2,3.7,0,15,0
1315,Metro Star,100,0,157.89638141002249,1,4.1,0,15,0
1316,Metro Star,100,0,157.89638141002249,1,4.1,0,15,0
1317,Brooklyn Deli,59,0,208.72960692079923,1,3.5,0,15,11
1318,Brooklyn Deli,59,0,208.72960692079923,1,3.5,0,15,11
1319,Lin's Yummy Taco,179,0,202.09194551449468,2,3.9,0,10,0
1320,Lin's Yummy Taco,179,0,202.09194551449468,2,3.9,0,10,0
1321,Sheraton Brooklyn New York Hotel,1480,0,274.6798262885968,2,4.0,0,15,81
1322,Sheraton Brooklyn New York Hotel,1480,0,274.6798262885968,2,4.0,0,15,81
1323,Sophie's Cuban Cuisine,433,0,374.8955559111027,2,4.2,0,20,40
1324,Sophie's Cuban Cuisine,433,0,374.8955559111027,2,4.2,0,20,40
1325,Dallas BBQ,3235,0,429.2077936603237,2,4.1,0,60,26
1326,Dallas BBQ,3235,0,429.2077936603237,2,4.1,0,120,26
1327,Shake Shack,3082,0,294.27360338354043,2,4.3,0,30,54
1328,Shake Shack,3082,0,294.27360338354043,2,4.3,0,30,54
1329,Panera Bread,776,0,256.071826001963,2,4.0,0,15,54
1330,Panera Bread,776,0,256.071826001963,2,4.0,0,45,54
1331,Perelandra Natural Food Center,489,0,471.78070780861617,2,4.5,0,20,84
1332,Perelandra Natural Food Center,489,0,471.78070780861617,2,4.5,0,20,84
1333,Luciano's,368,0,81.0013247112889,2,4.1,0,15,54
1334,Luciano's,368,0,81.0013247112889,2,4.1,0,15,54
1335,Au Bon Pain,136,0,59.350003835049804,2,3.8,0,15,81
1336,Au Bon Pain,136,0,59.350003835049804,2,3.8,0,15,81
1337,Papa John's Pizza,128,0,225.07136113726528,1,3.7,0,15,81
1338,Papa John's Pizza,128,0,225.07136113726528,1,3.7,0,15,81
1339,New Golden Fried Dumpling,275,0,194.51022314562607,1,4.1,0,20,90
1340,New Golden Fried Dumpling,275,0,194.51022314562607,1,4.1,0,20,90
1341,Burger King,1122,0,284.9861290588254,1,3.6,0,10,81
1342,Burger King,1122,0,284.9861290588254,1,3.6,0,45,81
1343,Amarachi,782,0,477.9351868201139,2,4.1,0,15,15
1344,Amarachi,782,0,477.9351868201139,2,4.1,0,15,15
1345,Cafe Metro,142,0,75.96447272494879,2,3.6,0,15,41
1346,Cafe Metro,142,0,75.96447272494879,2,3.6,0,15,41
1347,Tio Pio,189,0,201.0432998538932,1,3.8,0,15,82
1348,Tio Pio,189,0,201.0432998538932,1,3.8,0,15,82
1349,McDonald's,1017,0,339.6213207693014,1,3.4,0,25,81
1350,McDonald's,1017,0,339.6213207693014,1,3.4,0,25,81
1351,Brooklyn Brewhouse,387,0,315.0948960677183,2,3.9,0,15,18
1352,Brooklyn Brewhouse,387,0,315.0948960677183,2,3.9,0,15,18
1353,Five Guys,779,0,27.29211227215678,2,4.2,0,30,81
1354,Five Guys,779,0,27.29211227215678,2,4.2,0,30,81
1355,Eight Turn Crepe,93,0,376.36388245849275,2,4.6,0,15,81
1356,Eight Turn Crepe,93,0,376.36388245849275,2,4.6,0,15,81
1357,Chipotle Mexican Grill,459,0,48.21440082635119,1,3.9,0,10,100
1358,Chipotle Mexican Grill,459,0,48.21440082635119,1,3.9,0,45,100
1359,Hale and Hearty,99,0,51.60940510271232,2,4.1,0,15,77
1360,Hale and Hearty,99,0,51.60940510271232,2,4.1,0,45,77
1361,Dunkin',497,0,229.7883053084827,1,3.5,0,10,97
1362,Dunkin',497,0,229.7883053084827,1,3.5,0,10,97
1363,Buffalo Boss,513,0,230.141170803517,2,3.8,0,20,81
1364,Buffalo Boss,513,0,230.141170803517,2,3.8,0,20,81
1365,Yaso Tangbao,614,0,234.0619968319014,1,4.0,0,15,46
1366,Yaso Tangbao,614,0,234.0619968319014,1,4.0,0,15,46
1367,Rocco's Tacos And Tequila Bar,2586,0,236.08841240594822,2,4.1,0,60,29
1368,Rocco's Tacos And Tequila Bar,2586,0,236.08841240594822,2,4.1,0,120,29
1369,Doner Kebab NYC,404,0,237.68515421777906,2,4.2,0,20,81
1370,Doner Kebab NYC,404,0,237.68515421777906,2,4.2,0,20,81
1371,Forno Rosso,586,0,240.33811415162123,2,4.3,0,60,34
1372,Forno Rosso,586,0,240.33811415162123,2,4.3,0,90,34
1373,Hibachi King Express,79,0,243.84797858284244,2,3.6,0,15,81
1374,Hibachi King Express,79,0,243.84797858284244,2,3.6,0,15,81
1375,The Juice Shop,88,0,257.20996428422774,2,4.0,0,15,81
1376,The Juice Shop,88,0,257.20996428422774,2,4.0,0,15,81
1377,Kimoto Rooftop Restaurant & Garden Lounge,978,0,276.6994475100013,2,3.9,0,90,0
1378,Kimoto Rooftop Restaurant & Garden Lounge,978,0,276.6994475100013,2,3.9,0,210,0
1379,Panda Express,348,0,280.2310502528483,1,3.9,0,10,81
1380,Panda Express,348,0,280.2310502528483,1,3.9,0,45,81
1381,Avere,68,0,292.5563619552334,2,4.3,0,15,55
1382,Avere,68,0,292.5563619552334,2,4.3,0,15,55
1383,Smith Food Express,22,0,369.43033810843167,2,3.9,0,15,81
1384,Smith Food Express,22,0,369.43033810843167,2,3.9,0,15,81
1385,Brooklyn Bridge Bistro,395,0,358.48932250291455,2,4.1,0,30,56
1386,Brooklyn Bridge Bistro,395,0,358.48932250291455,2,4.1,0,60,56
1387,Alamo Drafthouse Cinema Downtown Brooklyn,4499,0,376.36388245849275,2,4.6,0,15,81
1388,Alamo Drafthouse Cinema Downtown Brooklyn,4499,0,376.36388245849275,2,4.6,0,15,81
1389,Foragers Counter,5,0,376.36388245849275,2,3.8,0,15,81
1390,Foragers Counter,5,0,376.36388245849275,2,3.8,0,15,81
1391,A Taste of Katz's,120,0,380.26827204693546,2,3.7,0,15,81
1392,A Taste of Katz's,120,0,380.26827204693546,2,3.7,0,15,81
1393,Wiki Wiki,22,0,388.2476597515637,2,3.9,0,15,81
1394,Wiki Wiki,22,0,388.2476597515637,2,3.9,0,15,81
1395,New Apollo Diner,1085,0,395.2782693322628,2,4.1,0,10,20
1396,New Apollo Diner,1085,0,395.2782693322628,2,4.1,0,60,20
1397,Kotti Berliner Döner Kebab,87,0,400.1811812969824,2,4.1,0,15,81
1398,Kotti Berliner Döner Kebab,87,0,400.1811812969824,2,4.1,0,15,81
1399,Fulton Landing Seafood Co.,27,0,412.576104723534,2,3.9,0,15,81
1400,Fulton Landing Seafood Co.,27,0,412.576104723534,2,3.9,0,15,81
1401,Jianbing Company,19,0,412.61096790771677,2,4.1,0,15,81
1402,Jianbing Company,19,0,412.61096790771677,2,4.1,0,15,81
1403,Forcella Fried Pizza,41,0,412.61096790771677,2,4.5,0,15,81
1404,Forcella Fried Pizza,41,0,412.61096790771677,2,4.5,0,15,81
1405,Home Frite,9,0,413.1627833374908,2,3.6,0,5,81
1406,Home Frite,9,0,413.1627833374908,2,3.6,0,5,81
1407,Fortina,240,0,419.22183960168854,2,4.1,0,10,81
1408,Fortina,240,0,419.22183960168854,2,4.1,0,45,81
1409,Guss' Pickles,25,0,424.2845382741983,2,4.2,0,15,81
1410,Guss' Pickles,25,0,424.2845382741983,2,4.2,0,15,81
1411,Antonio's Pizzeria,84,0,446.3042102245476,1,3.9,0,15,81
1412,Antonio's Pizzeria,84,0,446.3042102245476,1,3.9,0,15,81
1413,Fulton Hot Dog King,235,0,439.02291853045875,2,4.4,0,10,81
1414,Fulton Hot Dog King,235,0,439.02291853045875,2,4.4,0,45,81
1415,Asian City,333,0,234.0619968319014,2,2.3,0,15,81
1416,Asian City,333,0,234.0619968319014,2,2.3,0,15,81
1417,honeygrow,301,0,475.4195427825694,2,4.3,0,20,86
1418,honeygrow,301,0,475.4195427825694,2,4.3,0,45,86
1419,Dining Room,153,0,205.12610388134019,1,4.0,0,20,11
1420,Dining Room,153,0,205.12610388134019,1,4.0,0,90,11
1421,Kung Fu Tea,166,0,479.0135430407777,1,4.2,0,20,22
1422,Kung Fu Tea,166,0,479.0135430407777,1,4.2,0,20,22
1423,Bella,37,0,479.77360737611764,1,3.0,0,15,81
1424,Bella,37,0,479.77360737611764,1,3.0,0,15,81
1425,Lee's Villa,75,0,246.81130493614864,1,4.1,0,20,81
1426,Lee's Villa,75,0,246.81130493614864,1,4.1,0,60,81
1427,Potbelly Sandwich Shop,251,0,244.36996810832792,1,4.2,0,20,63
1428,Potbelly Sandwich Shop,251,0,244.36996810832792,1,4.2,0,20,63
1429,Blimpie,390,0,262.77911398256026,1,4.0,0,20,81
1430,Blimpie,390,0,262.77911398256026,1,4.0,0,20,81
1431,Fresh 99 cents pizza,119,0,182.35143637425293,1,4.4,0,15,81
1432,Fresh 99 cents pizza,119,0,182.35143637425293,1,4.4,0,15,81
1433,Juice Press,333,0,498.4364418666816,2,3.7,0,15,81
1434,Juice Press,333,0,498.4364418666816,2,3.7,0,15,81
1435,Metro Star,100,0,157.89638141002249,1,4.1,0,15,57
1436,Metro Star,100,0,157.89638141002249,1,4.1,0,15,57
1437,Brooklyn Deli,59,0,208.72960692079923,1,3.5,0,15,38
1438,Brooklyn Deli,59,0,208.72960692079923,1,3.5,0,15,38
1439,Lin's Yummy Taco,179,0,202.09194551449468,2,3.9,0,10,81
1440,Lin's Yummy Taco,179,0,202.09194551449468,2,3.9,0,10,81
1441,Sheraton Brooklyn New York Hotel,1480,0,274.6798262885968,2,4.0,0,15,86
1442,Sheraton Brooklyn New York Hotel,1480,0,274.6798262885968,2,4.0,0,15,86
1443,Sophie's Cuban Cuisine,433,0,374.8955559111027,2,4.2,0,20,72
1444,Sophie's Cuban Cuisine,433,0,374.8955559111027,2,4.2,0,20,72
1445,Dallas BBQ,3235,0,429.2077936603237,2,4.1,0,60,36
1446,Dallas BBQ,3235,0,429.2077936603237,2,4.1,0,120,36
1447,Shake Shack,3082,0,294.27360338354043,2,4.3,0,30,56
1448,Shake Shack,3082,0,294.27360338354043,2,4.3,0,30,56
1449,Panera Bread,776,0,256.071826001963,2,4.0,0,15,52
1450,Panera Bread,776,0,256.071826001963,2,4.0,0,45,52
1451,Perelandra Natural Food Center,489,0,471.78070780861617,2,4.5,0,20,86
1452,Perelandra Natural Food Center,489,0,471.78070780861617,2,4.5,0,20,86
1453,Luciano's,368,0,81.0013247112889,2,4.1,0,15,59
1454,Luciano's,368,0,81.0013247112889,2,4.1,0,15,59
1455,Au Bon Pain,136,0,59.350003835049804,2,3.8,0,15,86
1456,Au Bon Pain,136,0,59.350003835049804,2,3.8,0,15,86
1457,Papa John's Pizza,128,0,225.07136113726528,1,3.7,0,15,86
1458,Papa John's Pizza,128,0,225.07136113726528,1,3.7,0,15,86
1459,New Golden Fried Dumpling,275,0,194.51022314562607,1,4.1,0,20,77
1460,New Golden Fried Dumpling,275,0,194.51022314562607,1,4.1,0,20,77
1461,Burger King,1122,0,284.9861290588254,1,3.6,0,10,86
1462,Burger King,1122,0,284.9861290588254,1,3.6,0,45,86
1463,Amarachi,782,0,477.9351868201139,2,4.1,0,15,20
1464,Amarachi,782,0,477.9351868201139,2,4.1,0,15,20
1465,Cafe Metro,142,0,75.96447272494879,2,3.6,0,15,41
1466,Cafe Metro,142,0,75.96447272494879,2,3.6,0,15,41
1467,Tio Pio,189,0,201.0432998538932,1,3.8,0,15,80
1468,Tio Pio,189,0,201.0432998538932,1,3.8,0,15,80
1469,McDonald's,1017,0,339.6213207693014,1,3.4,0,25,86
1470,McDonald's,1017,0,339.6213207693014,1,3.4,0,25,86
1471,Brooklyn Brewhouse,387,0,315.0948960677183,2,3.9,0,15,15
1472,Brooklyn Brewhouse,387,0,315.0948960677183,2,3.9,0,15,15
1473,Five Guys,779,0,27.29211227215678,2,4.2,0,30,86
1474,Five Guys,779,0,27.29211227215678,2,4.2,0,30,86
1475,Eight Turn Crepe,93,0,376.36388245849275,2,4.6,0,15,86
1476,Eight Turn Crepe,93,0,376.36388245849275,2,4.6,0,15,86
1477,Chipotle Mexican Grill,459,0,48.21440082635119,1,3.9,0,10,100
1478,Chipotle Mexican Grill,459,0,48.21440082635119,1,3.9,0,45,100
1479,Hale and Hearty,99,0,51.60940510271232,2,4.1,0,15,100
1480,Hale and Hearty,99,0,51.60940510271232,2,4.1,0,45,100
1481,Dunkin',497,0,229.7883053084827,1,3.5,0,10,70
1482,Dunkin',497,0,229.7883053084827,1,3.5,0,10,70
1483,Buffalo Boss,513,0,230.141170803517,2,3.8,0,20,86
1484,Buffalo Boss,513,0,230.141170803517,2,3.8,0,20,86
1485,Yaso Tangbao,614,0,234.0619968319014,1,4.0,0,15,57
1486,Yaso Tangbao,614,0,234.0619968319014,1,4.0,0,15,57
1487,Rocco's Tacos And Tequila Bar,2586,0,236.08841240594822,2,4.1,0,60,37
1488,Rocco's Tacos And Tequila Bar,2586,0,236.08841240594822,2,4.1,0,120,37
1489,Doner Kebab NYC,404,0,237.68515421777906,2,4.2,0,20,86
1490,Doner Kebab NYC,404,0,237.68515421777906,2,4.2,0,20,86
1491,Forno Rosso,586,0,240.33811415162123,2,4.3,0,60,37
1492,Forno Rosso,586,0,240.33811415162123,2,4.3,0,90,37
1493,Hibachi King Express,79,0,243.84797858284244,2,3.6,0,15,86
